prop_id,prop_location_score2
215,0.13038516788660134
216,0.13038516788660134
217,0.0372
218,0.13038516788660134
219,0.1480125
220,0.06930909090909083
221,0.09112857142857145
222,0.07440000000000001
223,0.015386363636363644
224,0.009647058823529417
225,0.15872197309417066
226,0.0012900000000000008
227,0.0854625
228,0.05497
229,0.0479
230,0.5627
231,0.024505988023952152
232,0.13038516788660134
233,0.07166333333333333
234,0.035584042553191524
235,0.13038516788660134
236,0.0004000000000000001
237,0.6205779411764706
238,0.1495869565217391
239,0.45896666666666636
240,0.13038516788660134
241,0.0927
242,0.13038516788660134
243,0.052464
244,0.13038516788660134
245,0.168475
246,0.4172
247,0.13038516788660134
248,0.2328021390374329
249,0.13038516788660134
250,0.13038516788660134
251,0.2914
252,0.13038516788660134
254,0.3536
255,0.012
256,0.3974
257,0.006200000000000003
258,0.18041428571428572
259,0.0032000000000000006
260,0.167
261,0.13038516788660134
262,0.3035
263,0.034050000000000004
264,0.028699999999999993
265,0.13038516788660134
266,0.0721
267,0.13038516788660134
268,0.13468205128205124
269,0.05942532751091713
270,0.13038516788660134
271,0.1912
272,0.1446
273,0.13038516788660134
274,0.0115
275,0.4981
276,0.3391
277,0.13038516788660134
278,0.13038516788660134
279,0.22937999999999997
280,0.2785526315789474
281,0.2651
282,0.015599999999999992
283,0.06080000000000001
284,0.0352
285,0.13038516788660134
286,0.0099672268907563
287,0.14052
288,0.0545
289,0.27011744186046494
291,0.13038516788660134
292,0.26480000000000004
293,0.18455454545454542
294,0.041499999999999995
295,0.13038516788660134
297,0.13038516788660134
298,0.108
299,0.032669473684210526
300,0.3424
301,0.0032199999999999998
302,0.13038516788660134
303,0.017761290322580645
305,0.13038516788660134
306,0.13038516788660134
307,0.13957333333333324
308,0.24139999999999998
309,0.08515
310,0.13038516788660134
311,0.02761086956521739
312,0.022999999999999996
313,0.04775471698113209
314,0.0031470588235294143
315,0.03736923076923078
316,0.13038516788660134
317,0.04964927536231885
319,0.0752
320,0.13038516788660134
321,0.0024
322,0.2461
323,0.027033898305084767
324,0.015400000000000002
325,0.36096
326,0.21269999999999997
327,0.05448269230769233
328,0.11851428571428572
329,0.2237
330,0.13038516788660134
331,0.056530000000000004
332,0.05107333333333337
333,0.05422923076923083
334,0.001711111111111111
335,0.34819999999999995
337,0.1123
338,0.22978823529411768
339,0.029433333333333332
340,0.1276
341,0.13038516788660134
342,0.11410000000000001
343,0.13038516788660134
344,0.01719
345,0.13038516788660134
346,0.0335
347,0.16482903225806453
348,0.0
349,0.13038516788660134
350,0.28009999999999996
351,0.01677142857142858
352,0.05157500000000001
353,0.2773181818181819
354,0.0004
355,0.0458
356,0.19015853658536588
357,0.0109
358,0.8422
359,0.13038516788660134
360,0.2978
361,0.1824727272727278
362,0.10240232558139538
363,0.0506
364,0.13038516788660134
365,0.03969696969696972
366,0.13038516788660134
367,0.042383333333333335
368,0.2833714285714286
369,0.13038516788660134
370,0.0213
371,0.0008519999999999996
372,0.0802137096774194
373,0.0009
374,0.0012
375,0.0593076923076923
376,0.6424
377,0.16255555555555556
378,0.15024459459459438
379,0.13038516788660134
380,0.050914285714285704
381,0.021325
382,0.019299999999999994
383,0.06330000000000001
384,0.146025
385,0.03348636363636362
386,0.0263
387,0.24242
388,0.28909999999999997
389,0.18155
390,0.0224
391,0.21802000000000002
392,0.029762500000000004
393,0.13038516788660134
394,0.0443
395,0.10329999999999998
396,0.13038516788660134
397,0.02825
398,0.21345
399,0.0754
400,0.16832
401,0.08906
402,0.0086
403,0.024468674698795174
404,0.13038516788660134
405,0.13038516788660134
406,0.13038516788660134
407,0.13038516788660134
408,0.13038516788660134
409,0.03562282608695651
410,0.0311885057471264
411,0.0426
412,0.13038516788660134
414,0.02541875
415,0.38885000000000003
416,0.11864615384615386
417,0.13038516788660134
418,0.13038516788660134
419,0.2644339285714277
420,0.10995200000000002
421,0.13038516788660134
423,0.13038516788660134
424,0.030307843137254917
425,0.23249999999999996
426,0.09613684210526315
427,0.0015666666666666667
428,0.009934108527131794
429,0.13038516788660134
430,0.5746
431,0.13038516788660134
432,0.08979736842105261
433,0.13038516788660134
434,0.13038516788660134
435,0.12824125874125902
436,0.31865
437,0.13038516788660134
438,0.13038516788660134
440,0.421687730061351
441,0.19890937499999997
442,0.012660649819494605
443,0.1082
444,0.0453
445,0.13038516788660134
446,0.04176875000000001
447,0.3273
448,0.3797306930693068
449,0.49113783783783793
450,0.09784242424242422
451,0.13038516788660134
452,0.06340833333333334
453,0.14280586206896526
454,0.20836190476190483
455,0.5082307692307693
456,0.13038516788660134
457,0.13038516788660134
458,0.30452321428571516
459,0.19496086956521738
460,0.0123
461,0.13038516788660134
462,0.015634615384615372
463,0.03552428571428571
464,0.0467418181818182
465,0.3806
466,0.2707111111111111
467,0.13038516788660134
468,0.1859
469,0.0818
471,0.13038516788660134
473,0.0001
474,0.07713000000000005
475,0.01746521739130435
476,0.13038516788660134
477,0.0013999999999999993
478,0.0012
479,0.09962307692307687
480,0.3381
481,0.012606557377049186
482,0.13038516788660134
483,0.1037
484,0.27788
486,0.019982352941176455
487,0.13038516788660134
488,0.0006999999999999997
489,0.6032
490,0.13038516788660134
491,0.13038516788660134
492,0.026774074074074092
493,0.13038516788660134
494,0.13038516788660134
496,0.13038516788660134
497,0.2295
498,0.06715
499,0.20791111111111116
500,0.03140000000000004
501,0.13038516788660134
502,0.032584615384615385
503,0.13038516788660134
504,0.028159999999999998
505,0.0162
506,0.13038516788660134
507,0.051599999999999986
509,0.0008999999999999999
510,0.31806534653465296
511,0.1042
512,0.0706
513,0.13038516788660134
514,0.13038516788660134
515,0.2387
516,0.7962
517,0.13038516788660134
518,0.13038516788660134
519,0.002375
520,0.1798823529411765
521,0.0637
522,0.1617
523,0.034290000000000015
524,0.05137096774193555
525,0.3262
526,0.07083939393939404
528,0.13038516788660134
529,0.046206976744186064
532,0.0785
533,0.0051
534,0.13038516788660134
535,0.0022
536,0.13566428571428576
537,0.04134928571428593
538,0.1111
539,0.08252051282051279
540,0.361
541,0.13038516788660134
542,0.1238
543,0.09944705882352937
544,0.0
545,0.07326666666666669
546,0.13038516788660134
547,0.0019416666666666662
548,0.023000000000000003
549,0.0321
550,0.08426093750000004
551,0.0237
552,0.13038516788660134
553,0.13038516788660134
554,0.15296
555,0.18546249999999995
556,0.381929909365559
557,0.1
558,0.02705
559,0.23025
560,0.002758571428571421
561,0.00020000000000000004
562,0.05002300884955747
563,0.13038516788660134
564,0.13038516788660134
565,0.13038516788660134
566,0.16885999999999993
567,0.013502702702702695
568,0.13038516788660134
569,0.0453
570,0.22080000000000002
571,0.04527777777777778
572,0.13038516788660134
573,0.13038516788660134
574,0.0
575,0.13038516788660134
576,0.0214
577,0.6658777777777778
578,0.18367401960784335
579,0.13038516788660134
580,0.15311428571428568
581,0.023638888888888904
582,0.2248896551724138
583,0.0014999999999999998
585,0.041499999999999995
586,0.0675
587,0.08840000000000002
588,0.026765000000000004
589,0.0857612500000001
590,0.08504999999999996
591,0.2998
592,0.10294999999999999
593,0.0025777777777777774
594,0.09638043478260873
595,0.13038516788660134
596,0.10473773584905662
598,0.04360347222222213
599,0.12818194444444433
600,0.38605454545454554
601,0.02177096774193548
602,0.20343181818181816
603,0.11249594594594592
604,0.004416000000000001
605,0.1312000000000001
606,0.0048145833333333304
607,0.0
609,0.014627363184079626
610,0.3571
611,0.023584615384615377
613,0.0192
614,0.2956499999999999
615,0.13038516788660134
616,0.13038516788660134
617,0.03381052631578947
618,0.0427
619,0.0764
620,0.16626538461538468
621,0.05745200000000003
622,0.13038516788660134
623,0.13038516788660134
624,0.05933333333333335
625,0.13038516788660134
626,0.11492972972972974
627,0.4663
628,0.13038516788660134
629,0.38689090909090906
630,0.2859
631,0.00035
632,0.20173999999999997
633,0.0239
634,0.062369999999999995
635,0.0724
636,0.0018124087591240923
637,0.13038516788660134
638,0.017757894736842108
639,0.0014
640,0.34673494623656
642,0.06969253731343285
643,0.012331707317073145
644,0.2487
645,0.29057142857142854
646,0.1031
647,0.014900000000000002
648,0.3082
649,0.13038516788660134
650,0.04459333333333334
651,0.13038516788660134
652,0.13038516788660134
653,0.0023
654,0.0353595744680851
656,0.0122
657,0.13038516788660134
658,0.13038516788660134
659,0.13842413793103447
660,0.03380000000000002
661,0.15521428571428572
662,0.019
663,0.03500358565737065
664,0.4493
665,0.13038516788660134
666,0.30177259036144616
667,0.13038516788660134
668,0.11010000000000002
669,0.5369444444444444
670,0.13038516788660134
671,0.02490000000000001
673,0.08213999999999999
674,0.0679225225225226
675,0.02819672131147542
676,0.13038516788660134
677,0.13038516788660134
679,0.4383
680,0.13038516788660134
681,0.13038516788660134
682,0.13038516788660134
684,0.3258
685,0.15228163265306124
686,0.13038516788660134
687,0.0091
688,0.243525
689,0.2621
690,0.1096
691,0.4006
692,0.011823076923076938
693,0.0434
694,0.0488
695,0.6413
696,0.13038516788660134
697,0.11598750000000002
698,0.6816
700,0.012111111111111114
701,0.002
702,0.13038516788660134
703,0.021315624999999994
704,0.13038516788660134
705,0.1449
706,0.13038516788660134
707,0.102
708,0.13038516788660134
709,0.13038516788660134
710,0.13038516788660134
711,0.007759602649006609
712,0.08180499999999999
713,0.03406666666666666
714,0.13038516788660134
715,0.2918658730158729
716,0.13038516788660134
717,0.23255797101449252
718,0.021777906976744223
719,0.08604904458598728
720,0.13038516788660134
721,0.0006066666666666667
722,0.2329
723,0.0075
724,0.00020000000000000006
725,0.057
726,0.13038516788660134
727,0.13038516788660134
729,0.0125
730,0.017290624999999987
731,0.1481
732,0.0147
733,0.0034545454545454545
734,0.025406194690265504
736,0.05488214285714287
738,0.024506666666666663
740,0.17748000000000003
741,0.24727499999999994
742,0.13038516788660134
743,0.022445517241379293
745,0.07021923076923077
746,0.0087
747,0.13038516788660134
748,0.0022954545454545454
749,0.0106
750,0.045669999999999995
751,0.13260181818181827
752,0.13038516788660134
753,0.22633333333333341
754,0.014683050847457626
755,8.888888888888892e-05
756,0.13038516788660134
757,0.011464285714285715
758,0.54225
759,0.13038516788660134
760,0.13038516788660134
761,0.008599999999999998
762,0.018907142857142855
763,0.13038516788660134
765,0.13038516788660134
766,0.101
767,0.052899999999999975
768,0.13038516788660134
769,0.3116076923076922
770,0.016452941176470583
771,0.0826
772,0.08251818181818188
773,0.13038516788660134
774,0.13038516788660134
776,0.102
777,0.023922077922077893
778,0.07032608695652173
779,0.07594698795180727
780,0.10640000000000004
781,0.13038516788660134
782,0.0081
783,0.53645
784,0.013029999999999996
785,0.13038516788660134
786,0.04936585365853657
788,0.13038516788660134
789,0.012994690265486714
790,0.13038516788660134
791,0.1791
792,0.17691111111111107
793,0.3129199999999999
794,0.02211013513513513
795,0.0851
796,0.042834782608695644
798,0.11190855614973268
799,0.09232222222222221
800,0.0018300000000000007
801,0.267025
802,0.02650243902439024
803,0.05141153846153847
804,0.028939285714285716
805,0.20810769230769216
806,0.012400000000000008
807,0.0007999999999999997
808,0.1183
809,0.0498
810,0.612
811,0.0009
812,0.13038516788660134
813,0.08971381578947363
814,0.03376785714285715
815,0.057891666666666675
816,0.06479759036144585
817,0.3409066666666665
819,0.13038516788660134
820,0.07307599999999974
821,0.02300000000000001
822,0.13038516788660134
824,0.13701818181818176
826,0.13038516788660134
827,0.2635181818181818
828,0.036025
829,0.012990909090909088
831,0.13038516788660134
832,0.02921935483870971
833,0.13038516788660134
834,0.011981730769230774
835,0.025759999999999998
836,0.0974
837,0.11739500000000005
838,0.06895384615384614
839,0.13038516788660134
840,0.1575666666666667
841,0.0983
842,0.13038516788660134
843,0.2783
844,0.08220000000000002
845,0.13038516788660134
846,0.16830000000000003
847,0.13038516788660134
848,0.21301838440111368
849,0.03935625000000003
850,0.11030000000000001
851,0.0026
852,0.24455
854,0.46428525345622057
855,0.2335
856,0.13038516788660134
858,0.12866666666666668
859,0.13038516788660134
860,0.009800000000000001
861,0.13038516788660134
862,0.13038516788660134
863,0.13038516788660134
865,0.13038516788660134
866,0.2027108108108109
867,0.13038516788660134
868,0.31458756218905526
869,0.13038516788660134
870,0.13038516788660134
871,0.01085
872,0.011716666666666667
873,0.15778461538461536
874,0.13038516788660134
875,0.13038516788660134
876,0.0733875000000001
877,0.3243
879,0.0005
880,0.030040322580645172
882,0.17278952380952356
883,0.032475
884,0.13038516788660134
885,0.20890344827586155
886,0.13038516788660134
887,0.025508823529411757
888,0.13038516788660134
889,0.0004
890,0.1795
891,0.45417272727272734
892,0.13038516788660134
893,0.056173594548552024
894,0.13038516788660134
895,0.1034045454545454
896,0.0407
897,0.13038516788660134
898,0.13038516788660134
900,0.13038516788660134
901,0.11930322580645164
902,0.0011
903,0.13038516788660134
904,0.0038
905,0.0287
906,0.13038516788660134
907,0.02865789473684211
909,0.13038516788660134
910,0.032
911,0.04018701298701294
913,0.17219695817490535
914,0.008993333333333336
915,0.6
916,0.13038516788660134
917,0.0102
918,0.2195
919,0.13038516788660134
920,0.4499
921,0.09758
922,0.1884
923,0.25214736842105256
924,0.4238229629629627
925,0.0766
926,0.2034
928,0.0739
929,0.3375111111111111
930,0.13038516788660134
932,0.2573
933,0.13038516788660134
934,0.026567857142857094
935,0.1649
936,0.1722
937,0.03155000000000001
938,0.013659183673469374
941,0.0011
942,0.00040000000000000013
944,0.37540333333333326
945,0.13149999999999998
946,0.1056
947,0.08447391304347823
948,0.4981
949,0.0021000000000000003
950,0.3975625
951,0.0005
952,0.01209761904761904
953,0.13038516788660134
954,0.09352142857142862
955,0.13038516788660134
956,0.10529130434782606
957,0.3434
958,0.13038516788660134
959,0.06300571428571426
960,0.04693333333333335
962,0.11360727272727283
964,0.41307771739130417
965,0.13038516788660134
966,0.005899999999999999
968,0.08476363636363636
969,0.011300000000000001
970,0.0011
971,0.13038516788660134
972,0.13038516788660134
973,0.0906
974,0.16197272727272724
975,0.001627586206896553
977,0.13038516788660134
978,0.0952468013468009
979,0.13038516788660134
980,0.0158
981,0.4743
982,0.13038516788660134
983,0.4289257575757581
984,0.13245
985,0.024417857142857147
986,0.10696181818181819
987,0.29566
988,0.15989642857142855
989,0.13038516788660134
990,0.13038516788660134
991,0.13038516788660134
992,0.0022380952380952387
993,0.05044022988505746
994,0.05535283018867926
995,0.1407703703703703
997,0.36158615384615356
998,0.13038516788660134
999,0.13038516788660134
1000,0.0736
1001,0.11956
1002,0.012761904761904766
1003,0.38483500000000004
1004,0.2652999999999999
1005,0.00010000000000000002
1006,0.13038516788660134
1009,0.09974074074074063
1010,0.49110000000000004
1011,0.0020499999999999993
1012,0.2617
1013,0.10570476190476186
1014,0.1626
1015,0.1821460317460317
1016,0.2078291666666667
1017,0.09523636363636362
1018,0.244875
1019,0.11049016393442622
1020,0.3259
1021,0.07756637931034491
1022,0.03785
1023,0.20019999999999993
1025,0.09467912087912084
1027,0.19974999999999998
1028,0.13038516788660134
1029,0.13038516788660134
1030,0.0209
1031,0.3240083333333335
1032,0.17864999999999998
1033,0.19933695652173924
1034,0.29475
1035,0.13038516788660134
1036,0.13038516788660134
1037,0.038295652173913036
1038,0.20045000000000002
1039,0.047689361702127654
1040,0.1622857142857143
1041,0.19738157894736832
1042,0.0292
1043,0.13038516788660134
1044,0.12892558139534877
1045,0.04310000000000002
1046,0.46026
1048,0.1123140845070423
1049,0.5608727272727271
1050,0.13038516788660134
1051,0.04341086956521744
1052,0.0198
1053,0.13038516788660134
1054,0.010800000000000002
1055,0.24811230769230766
1056,0.18990000000000004
1057,0.46986315789473704
1058,0.583
1059,0.06397727272727274
1060,0.32359999999999994
1061,0.7779
1062,0.13038516788660134
1064,0.019876041666666674
1065,0.008236585365853656
1066,0.2530467532467534
1067,0.20454615384615374
1068,0.2803
1069,0.043606896551724124
1070,0.03473333333333333
1071,0.22
1072,0.20935263157894743
1073,0.004399999999999998
1074,0.09590972222222231
1075,0.2773739130434782
1076,0.04315882352941175
1077,0.23713333333333336
1078,0.0015999999999999996
1079,0.13038516788660134
1080,0.13038516788660134
1081,0.13038516788660134
1082,0.18799999999999997
1083,0.19223421052631592
1084,0.11651499999999997
1085,0.22758151260504167
1086,0.13038516788660134
1088,0.13038516788660134
1089,0.1771
1090,0.13038516788660134
1091,0.1508678571428572
1092,0.032454545454545465
1093,0.07795833333333331
1094,0.1497
1095,0.0728
1096,0.4851
1097,0.0222230769230769
1098,0.26395263157894744
1099,0.15445999999999993
1100,0.35988
1103,0.0018499999999999999
1104,0.13038516788660134
1105,0.029022807017543846
1107,0.01734117647058823
1108,0.13038516788660134
1109,0.041129999999999986
1110,0.011431506849315055
1113,0.24048518518518522
1114,0.13038516788660134
1115,0.13038516788660134
1116,0.4336
1117,0.13038516788660134
1118,0.05932352941176469
1119,0.0005172413793103452
1120,0.11346307189542515
1121,0.24995454545454543
1122,0.08675384615384615
1123,0.13038516788660134
1124,0.0069
1126,0.3423
1127,0.09850769230769228
1128,0.1600857142857143
1129,0.13038516788660134
1130,0.17304
1131,0.2256
1132,0.11102580645161285
1133,0.19026666666666667
1134,0.3844
1135,0.13038516788660134
1137,0.0719818181818182
1139,0.14267777777777782
1140,0.05486685236768793
1141,0.1784333333333333
1142,0.13038516788660134
1143,0.1057
1144,0.011424999999999998
1145,0.20279736842105267
1146,0.103621875
1147,0.11807272727272734
1148,0.1492
1149,0.13038516788660134
1150,0.0025
1151,0.37849999999999995
1152,0.02353
1153,0.024
1154,0.13038516788660134
1155,0.13038516788660134
1156,0.13038516788660134
1157,0.03106666666666665
1158,0.537575
1159,0.13038516788660134
1161,0.07385038759689923
1162,0.0799847826086955
1163,0.0247310344827586
1164,0.33960000000000007
1165,0.13038516788660134
1166,0.010951724137931038
1167,0.02502391304347826
1168,0.13038516788660134
1169,0.13038516788660134
1170,0.13038516788660134
1171,0.21395813953488368
1172,0.13038516788660134
1173,0.13038516788660134
1175,0.3061700000000001
1176,0.12343333333333335
1177,0.011766666666666667
1178,0.1923804347826088
1179,0.0715
1182,0.1316340000000001
1183,0.35590000000000005
1184,0.30964210526315794
1185,0.0952
1186,0.0845
1187,0.13038516788660134
1189,0.018768794326241123
1190,0.0074916666666666664
1191,0.13038516788660134
1192,0.17030000000000003
1194,0.01595806451612902
1195,0.008500000000000006
1196,0.0431
1197,0.15346666666666667
1198,0.1641454545454545
1199,0.1688
1200,0.029885365853658537
1201,0.05055
1202,0.1543
1203,0.022
1204,0.13038516788660134
1205,0.1739
1206,0.3329
1208,0.019128571428571422
1209,0.003845652173913042
1210,0.0671
1211,0.04996363636363646
1212,0.03877909090909084
1213,0.13038516788660134
1214,0.8239
1215,0.39671428571428574
1216,0.13038516788660134
1217,0.8758000000000001
1218,0.014131147540983614
1219,0.13038516788660134
1220,0.13038516788660134
1221,0.060010909090909094
1222,0.03197619047619048
1223,0.0553
1224,0.008880000000000002
1225,0.0002
1227,0.6313
1228,0.019402631578947383
1229,0.7581
1230,0.3869912108174557
1231,0.09443835616438348
1232,0.07300952380952379
1233,0.2264684210526316
1234,0.07915999999999998
1235,0.00908111111111112
1236,0.1912
1237,0.08015099999999993
1238,0.13038516788660134
1239,0.041466666666666666
1240,0.13038516788660134
1241,0.0963
1242,0.027800000000000002
1243,0.4024
1244,0.0167
1245,0.13038516788660134
1246,0.13038516788660134
1247,0.03176590909090907
1248,0.09650186915887861
1249,0.22579999999999997
1250,0.0012999999999999995
1251,0.022871929824561404
1252,0.04769090909090909
1253,0.1558
1254,0.5206
1256,0.13038516788660134
1258,0.13038516788660134
1259,0.0223
1260,0.030799999999999963
1261,0.030299999999999997
1262,0.18500000000000003
1263,0.03312962962962963
1264,0.2419
1265,0.041650000000000055
1266,0.8082
1267,0.02113529411764706
1268,0.0
1269,0.03215777777777773
1270,0.13038516788660134
1271,0.20780793650793647
1272,0.00019999999999999996
1273,0.9911
1274,0.015819444444444452
1275,0.12028181818181828
1276,0.13038516788660134
1277,0.021505555555555556
1278,0.10510810810810801
1279,0.030499999999999975
1280,0.13038516788660134
1281,0.13038516788660134
1283,0.09664770642201848
1284,0.02437966101694915
1285,0.09663958333333329
1286,0.045811842105263144
1287,0.04105319148936166
1288,0.018025
1290,0.13038516788660134
1291,0.021255172413793103
1292,0.13038516788660134
1293,0.0673
1294,0.04790000000000001
1295,0.13038516788660134
1296,0.05330000000000001
1297,0.4309
1298,0.135
1299,0.1341
1300,0.13038516788660134
1301,0.13038516788660134
1303,0.04870000000000001
1304,0.0141
1305,0.0512
1307,0.13038516788660134
1308,0.5819
1309,0.13038516788660134
1310,0.04169272727272723
1311,0.08885555555555559
1312,0.13038516788660134
1313,0.08343157894736848
1314,0.13038516788660134
1315,0.13038516788660134
1316,0.13038516788660134
1317,0.0197
1318,0.03475714285714286
1319,0.13038516788660134
1320,0.0262
1321,0.04955333333333331
1322,0.0727
1323,0.13038516788660134
1324,0.0341
1325,0.03674339622641513
1326,0.028533333333333338
1327,0.06408888888888888
1330,0.13038516788660134
1331,0.13038516788660134
1332,0.09690857142857143
1333,0.07652941176470589
1334,0.1711
1335,0.2185
1336,0.0276
1337,0.09570869565217392
1338,0.0913
1339,0.23808571428571426
1340,0.03346551724137929
1341,0.13038516788660134
1342,0.0007
1343,0.016223255813953483
1344,0.025314838709677497
1345,0.12759752066115715
1346,0.03962
1347,0.13038516788660134
1348,0.016600000000000004
1349,0.38006
1350,0.5033
1351,0.49570000000000003
1352,0.0085
1353,0.2103
1354,0.1252
1356,0.018881818181818184
1357,0.30112799999999995
1359,0.13038516788660134
1362,0.0018000000000000002
1363,0.13038516788660134
1364,0.11892857142857143
1366,0.054799999999999995
1367,0.0023
1368,0.04996666666666666
1369,0.13038516788660134
1370,0.13038516788660134
1372,0.13038516788660134
1373,0.05895833333333335
1374,0.2083714285714286
1375,0.13038516788660134
1376,0.05690588235294117
1378,0.13038516788660134
1379,0.14198571428571424
1380,0.11514893617021282
1381,0.13038516788660134
1382,0.1792
1383,0.15381111111111126
1385,0.13038516788660134
1386,0.13038516788660134
1387,0.0776
1388,0.1667
1389,0.10106923076923072
1390,0.0035000000000000005
1391,0.12580000000000002
1392,0.0002
1393,0.338
1394,0.13038516788660134
1395,0.2754363636363637
1396,0.0031
1397,0.09982708333333339
1398,0.1485
1399,0.06939814814814817
1400,0.13038516788660134
1402,0.1425
1403,0.0926
1404,0.11163684210526315
1405,0.020096774193548383
1406,0.13038516788660134
1407,0.02704444444444448
1408,0.0088
1409,0.0094
1410,0.0004
1411,0.13038516788660134
1412,0.0014
1413,0.13038516788660134
1414,0.0047
1415,0.07496969696969698
1416,0.1526150943396226
1417,0.08751666666666667
1418,0.013200000000000002
1419,0.2203
1420,0.13038516788660134
1421,0.0665
1422,0.1833
1423,0.0639365079365079
1424,0.036562500000000005
1425,0.060791836734693905
1426,0.23885972222222207
1427,0.14822499999999994
1428,0.018099999999999998
1429,0.06244809160305346
1430,0.07202
1431,0.1635
1432,0.36896666666666667
1433,0.14964851485148492
1434,0.10104761904761904
1435,0.2363743589743588
1437,0.03741764705882352
1438,0.24125538461538446
1440,0.005662499999999998
1441,0.23446000000000003
1442,0.12985673076923065
1443,0.13038516788660134
1444,0.39810000000000006
1445,0.22415
1446,0.18292195121951232
1447,0.20719999999999997
1448,0.03735135135135137
1449,0.13038516788660134
1450,0.13038516788660134
1451,0.03200000000000002
1452,0.13038516788660134
1453,0.21986666666666665
1454,0.025530434782608687
1455,0.1515761904761905
1456,0.13038516788660134
1457,0.01637380952380953
1458,0.05400000000000001
1460,0.7797000000000001
1461,0.05736874999999996
1462,0.1985785714285714
1463,0.2676
1464,0.0088
1465,0.028775000000000005
1466,0.13038516788660134
1468,0.13038516788660134
1469,0.0037320000000000005
1470,0.0314
1471,0.13038516788660134
1473,0.4567317460317453
1474,0.01838518518518519
1475,0.13038516788660134
1476,0.5850729729729732
1477,0.07097857142857143
1478,0.0017
1479,0.0068
1480,0.009000000000000005
1481,0.13038516788660134
1482,0.13038516788660134
1483,0.015150000000000002
1484,0.0083
1485,0.13038516788660134
1486,0.13038516788660134
1487,0.2577078431372551
1489,0.13038516788660134
1490,0.13038516788660134
1491,0.1696588235294117
