prop_id,prop_review_score
348,4.5
349,0.0
350,5.0
351,4.0
352,4.5
353,4.0
354,5.0
355,3.0
356,3.0
357,0.0
358,4.5
359,0.0
360,4.0
361,4.5
362,4.5
363,0.0
364,0.0
365,5.0
366,3.0
367,2.5
368,3.5
369,4.0
370,4.0
371,4.0
372,5.0
373,3.0
374,5.0
375,3.0
376,4.0
377,4.5
378,4.5
379,0.0
380,4.0
381,3.5
382,4.5
383,4.0
384,4.5
385,3.5
386,0.0
387,4.0
388,4.5
389,5.0
390,4.0
391,4.0
392,3.5
393,0.0
394,0.0
395,4.5
396,0.0
397,2.0
398,4.0
399,0.0
400,4.0
401,4.5
402,0.0
403,3.5
404,0.0
405,0.0
406,0.0
407,0.0
408,0.0
409,4.0
410,4.5
411,4.5
412,4.0
414,5.0
415,3.5
416,3.0
417,0.0
418,4.0
419,4.0
420,3.0
421,0.0
423,3.5
424,4.5
425,3.0
426,4.0
427,0.0
428,3.5
429,0.0
430,4.0
431,3.5
432,4.0
433,1.0
434,4.0
435,3.5
436,2.5
437,0.0
438,5.0
440,3.0
441,4.5
442,4.5
443,0.0
444,4.0
445,0.0
446,3.5
447,4.0
448,4.5
449,4.5
450,3.0
451,0.0
452,4.0
453,2.5
454,4.5
455,4.0
456,0.0
457,3.5
458,4.0
459,3.5
460,3.5
461,0.0
462,4.0
463,4.5
464,4.5
465,4.5
466,5.0
467,0.0
468,0.0
469,3.0
471,0.0
473,3.0
474,4.5
475,4.0
476,0.0
477,4.5
478,4.0
479,3.5
480,0.0
481,3.0
482,1.0
483,3.5
484,4.5
486,4.5
487,4.0
488,3.5
489,4.0
490,0.0
491,3.5
492,3.0
493,0.0
494,0.0
496,0.0
497,4.0
498,4.0
499,2.5
500,4.5
501,5.0
502,4.0
503,0.0
504,3.0
505,2.0
506,4.0
507,2.0
509,0.0
510,4.0
511,3.5
512,0.0
513,0.0
514,3.0
515,4.0
516,4.5
517,0.0
518,4.0
519,4.5
520,4.5
521,3.0
522,3.5
523,3.5
524,4.5
525,4.0
526,4.0
528,0.0
529,4.5
532,5.0
533,5.0
534,0.0
535,5.0
536,5.0
537,4.0
538,4.5
539,4.0
540,3.5
541,0.0
542,4.0
543,2.5
544,5.0
545,4.5
546,2.0
547,3.5
548,3.5
549,1.0
550,4.0
551,4.0
552,0.0
553,0.0
554,4.0
555,4.0
556,5.0
557,0.0
558,4.5
559,3.5
560,4.5
561,4.0
562,2.0
563,0.0
564,0.0
565,0.0
566,2.5
567,2.5
568,0.0
569,0.0
570,4.0
571,0.0
572,0.0
573,0.0
574,4.0
575,4.5
576,4.5
577,4.5
578,4.5
579,5.0
580,4.0
581,4.5
582,4.5
583,3.5
585,5.0
586,0.0
587,3.0
588,4.0
589,4.5
590,2.5
591,5.0
592,3.5
593,0.0
594,3.5
595,0.0
596,4.5
598,4.0
599,4.0
600,3.5
601,4.0
602,4.5
603,5.0
604,5.0
605,2.5
606,4.5
607,3.5
609,5.0
610,3.5
611,4.5
613,2.5
614,4.5
615,4.5
616,0.0
617,3.5
618,5.0
619,4.0
620,4.5
621,0.0
622,3.5
623,0.0
624,3.0
625,4.0
626,4.0
627,4.0
628,0.0
629,4.5
630,3.5
631,4.0
632,4.0
633,4.0
634,4.0
635,4.0
636,4.5
637,0.0
638,3.5
639,5.0
640,4.0
642,4.5
643,4.0
644,4.5
645,4.0
646,0.0
647,3.5
648,2.0
649,0.0
650,4.0
651,0.0
652,0.0
653,4.5
654,3.5
656,3.0
657,0.0
658,5.0
659,5.0
660,2.5
661,4.5
662,4.0
663,4.5
664,4.0
665,0.0
666,4.0
667,0.0
668,0.0
669,3.5
670,0.0
671,3.0
673,3.5
674,3.5
675,4.0
676,0.0
677,0.0
679,0.0
680,2.0
681,5.0
682,0.0
684,5.0
685,3.5
686,0.0
687,4.5
688,4.0
689,0.0
690,5.0
691,0.0
692,2.5
693,4.0
694,0.0
695,4.5
696,0.0
697,4.5
698,0.0
700,3.0
701,4.0
702,0.0
703,4.0
704,5.0
705,4.0
706,0.0
707,5.0
708,5.0
709,0.0
710,4.0
711,3.5
712,5.0
713,3.5
714,0.0
715,4.5
716,0.0
717,4.0
718,3.5
719,4.0
720,5.0
721,0.0
722,5.0
723,3.0
724,3.0
725,0.0
726,0.0
727,0.0
729,4.5
730,5.0
731,5.0
732,0.0
733,3.5
734,4.0
736,4.0
738,3.5
740,4.0
741,2.5
742,0.0
743,3.5
745,4.0
746,4.0
747,0.0
748,3.5
749,4.5
750,4.5
751,3.5
752,0.0
753,4.5
754,1.0
755,2.5
756,4.5
757,4.5
758,4.0
759,4.0
760,0.0
761,3.5
762,3.5
763,0.0
765,0.0
766,0.0
767,4.0
768,3.0
769,4.0
770,4.0
771,4.5
772,4.5
773,0.0
774,0.0
776,4.5
777,4.5
778,3.5
779,3.5
780,4.5
781,0.0
782,5.0
783,0.0
784,4.5
785,0.0
786,3.0
788,0.0
789,3.0
790,0.0
791,3.0
792,2.5
793,3.0
794,2.5
795,4.5
796,3.0
798,4.0
799,5.0
800,4.5
801,4.0
802,5.0
803,5.0
804,4.0
805,3.0
806,4.5
807,4.0
808,2.5
809,0.0
810,4.0
811,0.0
812,0.0
813,4.5
814,3.5
815,2.5
816,4.5
817,4.5
819,3.0
820,3.0
821,4.5
822,0.0
824,4.5
826,5.0
827,4.0
828,4.5
829,4.0
831,2.5
832,3.0
833,0.0
834,5.0
835,4.5
836,5.0
837,4.0
838,3.5
839,0.0
840,4.0
841,0.0
842,0.0
843,4.0
844,4.5
845,2.0
846,0.0
847,0.0
848,4.5
849,5.0
850,3.5
851,3.0
852,4.5
854,4.5
855,0.0
856,0.0
858,4.5
859,0.0
860,3.5
861,0.0
862,3.5
863,2.5
865,0.0
866,4.0
867,0.0
868,4.5
869,2.5
870,0.0
871,4.0
872,4.0
873,4.0
874,3.0
875,0.0
876,4.5
877,5.0
879,4.0
880,4.5
882,3.0
883,4.5
884,4.5
885,3.5
886,0.0
887,4.0
888,4.0
889,0.0
890,0.0
891,4.0
892,4.0
893,3.5
894,0.0
895,3.5
896,4.5
897,0.0
898,0.0
900,3.5
901,4.5
902,0.0
903,0.0
904,4.0
905,0.0
906,0.0
907,3.5
909,0.0
910,4.0
911,4.0
913,4.0
914,5.0
915,3.5
916,0.0
917,4.0
918,4.5
919,4.5
920,3.5
921,3.0
922,4.0
923,3.5
924,3.5
925,0.0
926,5.0
928,4.0
929,3.5
930,0.0
932,4.5
933,0.0
934,4.0
935,4.5
936,4.0
937,3.5
938,3.5
941,0.0
942,4.5
944,3.5
945,0.0
946,0.0
947,4.5
948,5.0
949,3.0
950,0.0
951,4.5
952,3.0
953,1.0
954,4.5
955,0.0
956,4.5
957,3.0
958,0.0
959,4.0
960,4.5
962,4.0
964,4.5
965,4.0
966,3.0
968,3.0
969,0.0
970,0.0
971,3.0
972,3.5
973,4.0
974,0.0
975,4.0
977,0.0
978,4.0
979,0.0
980,4.0
981,3.5
982,0.0
983,4.0
984,3.5
985,4.0
986,3.5
987,4.0
988,1.5
989,0.0
990,5.0
991,0.0
992,2.5
993,4.0
994,4.5
995,4.0
997,4.0
998,0.0
999,4.0
1000,4.0
1001,5.0
1002,4.5
1003,2.5
1004,3.0
1005,5.0
1006,0.0
1009,3.0
1010,1.0
1011,4.5
1012,4.0
1013,4.5
1014,5.0
1015,4.0
1016,3.0
1017,4.0
1018,4.0
1019,3.5
1020,4.5
1021,4.5
1022,3.5
1023,5.0
1025,4.0
1027,0.0
1028,4.0
1029,5.0
1030,3.5
1031,5.0
1032,4.5
1033,4.0
1034,4.5
1035,5.0
1036,0.0
1037,4.5
1038,5.0
1039,4.0
1040,5.0
1041,3.5
1042,4.5
1043,0.0
1044,5.0
1045,4.0
1046,3.5
1048,3.5
1049,4.5
1050,5.0
1051,3.0
1052,3.5
1053,0.0
1054,4.0
1055,0.0
1056,0.0
1057,2.0
1058,5.0
1059,3.5
1060,4.5
1061,0.0
1062,3.0
1064,4.0
1065,4.0
1066,3.5
1067,4.5
1068,5.0
1069,4.5
1070,4.0
1071,4.0
1072,4.5
1073,4.5
1074,4.0
1075,4.0
1076,4.0
1077,3.0
1078,3.5
1079,0.0
1080,0.0
1081,3.5
1082,1.5
1083,4.0
1084,4.0
1085,4.5
1086,0.0
1088,0.0
1089,0.0
1090,0.0
1091,3.5
1092,3.5
1093,3.0
1094,4.5
1095,3.0
1096,0.0
1097,3.0
1098,4.0
1099,4.5
1100,4.5
1103,4.5
1104,0.0
1105,4.5
1107,3.5
1108,0.0
1109,4.5
1110,4.0
1113,4.0
1114,3.0
1115,4.0
1116,3.5
1117,0.0
1118,3.5
1119,4.5
1120,4.0
1121,1.0
1122,4.5
1123,4.0
1124,3.5
1126,5.0
1127,4.0
1128,4.0
1129,0.0
1130,4.0
1131,0.0
1132,4.5
1133,4.0
1134,3.5
1135,0.0
1137,3.5
1139,3.5
1140,4.5
1141,4.5
1142,0.0
1143,3.5
1144,4.5
1145,3.0
1146,4.0
1147,4.0
1148,5.0
1149,4.5
1150,2.0
1151,0.0
1152,4.0
1153,0.0
1154,5.0
1155,3.0
1156,3.5
1157,4.0
1158,4.5
1159,0.0
1161,4.0
1162,3.5
1163,4.0
1164,5.0
1165,4.0
1166,4.5
1167,3.5
1168,0.0
1169,0.0
1170,4.0
1171,4.5
1172,0.0
1173,4.0
1175,0.0
1176,3.5
1177,3.0
1178,4.5
1179,5.0
1182,4.0
1183,3.5
1184,4.0
1185,0.0
1186,5.0
1187,5.0
1189,4.5
1190,2.5
1191,0.0
1192,4.0
1194,4.5
1195,5.0
1196,4.5
1197,3.5
1198,3.5
1199,0.0
1200,4.0
1201,3.5
1202,0.0
1203,2.5
1204,3.5
1205,3.5
1206,0.0
1208,2.0
1209,5.0
1210,0.0
1211,3.0
1212,4.5
1213,0.0
1214,5.0
1215,4.0
1216,4.0
1217,0.0
1218,4.5
1219,0.0
1220,0.0
1221,4.0
1222,4.5
1223,1.5
1224,0.0
1225,3.0
1227,0.0
1228,4.0
1229,4.0
1230,3.5
1231,5.0
1232,5.0
1233,4.0
1234,4.0
1235,4.5
1236,4.0
1237,4.5
1238,2.0
1239,4.0
1240,0.0
1241,4.0
1242,5.0
1243,0.0
1244,1.0
1245,0.0
1246,0.0
1247,4.5
1248,3.5
1249,4.5
1250,3.5
1251,4.0
1252,4.5
1253,4.0
1254,0.0
1256,3.0
1258,0.0
1259,5.0
1260,4.0
1261,5.0
1262,5.0
1263,4.0
1264,4.0
1265,4.0
1266,5.0
1267,4.0
1268,4.0
1269,4.0
1270,4.0
1271,4.5
1272,5.0
1273,3.0
1274,4.0
1275,3.5
1276,0.0
1277,4.5
1278,4.5
1279,2.5
1280,4.5
1281,3.0
1283,3.5
1284,4.5
1285,4.5
1286,3.5
1287,4.5
1288,2.5
1290,5.0
1291,3.5
1292,0.0
1293,0.0
1294,3.5
1295,3.5
1296,3.5
1297,4.5
1298,3.5
1299,3.5
1300,0.0
1301,0.0
1303,2.0
1304,4.0
1305,0.0
1307,5.0
1308,3.5
1309,5.0
1310,4.0
1311,4.5
1312,0.0
1313,4.5
1314,0.0
1315,0.0
1316,4.5
1317,5.0
1318,5.0
1319,0.0
1320,5.0
1321,4.0
1322,4.5
1323,0.0
1324,4.0
1325,4.5
1326,4.5
1327,4.5
1330,4.0
1331,0.0
1332,3.5
1333,3.5
1334,0.0
1335,0.0
1336,0.0
1337,3.5
1338,0.0
1339,3.5
1340,4.0
1341,4.0
1342,3.0
1343,4.0
1344,2.0
1345,4.0
1346,5.0
1347,5.0
1348,4.0
1349,4.0
1350,4.0
1351,5.0
1352,3.0
1353,3.5
1354,3.0
1356,3.5
1357,3.5
1359,0.0
1362,5.0
1363,0.0
1364,3.0
1366,3.5
1367,1.5
1368,0.0
1369,3.5
1370,0.0
1372,0.0
1373,3.5
1374,2.0
1375,0.0
1376,5.0
1378,0.0
1379,4.5
1380,4.5
1381,0.0
1382,4.5
1383,3.5
1385,0.0
1386,0.0
1387,4.0
1388,5.0
1389,3.0
1390,3.5
1391,3.5
1392,1.5
1393,5.0
1394,0.0
1395,2.0
1396,5.0
1397,4.0
1398,4.5
1399,3.5
1400,0.0
1402,4.0
1403,0.0
1404,3.5
1405,3.0
1406,0.0
1407,4.0
1408,3.5
1409,5.0
1410,0.0
1411,4.0
1412,4.0
1413,0.0
1414,5.0
1415,4.5
1416,4.5
1417,3.5
1418,3.0
1419,4.0
1420,0.0
1421,4.5
1422,4.0
1423,4.0
1424,4.0
1425,3.5
1426,4.5
1427,4.5
1428,0.0
1429,3.5
1430,3.0
1431,4.5
1432,4.0
1433,4.0
1434,4.5
1435,3.5
1437,3.0
1438,4.0
1440,4.5
1441,5.0
1442,3.5
1443,0.0
1444,2.5
1445,4.5
1446,4.0
1447,4.0
1448,3.0
1449,4.0
1450,0.0
1451,4.5
1452,0.0
1453,5.0
1454,4.5
1455,4.0
1456,0.0
1457,5.0
1458,4.0
1460,3.5
1461,3.5
1462,4.0
1463,5.0
1464,4.0
1465,2.0
1466,4.0
1468,0.0
1469,3.0
1470,5.0
1471,5.0
1473,3.5
1474,4.0
1475,0.0
1476,4.5
1477,3.5
1478,5.0
1479,4.0
1480,3.5
1481,0.0
1482,0.0
1483,5.0
1484,4.0
1485,3.0
1486,0.0
1487,4.5
1489,0.0
1490,0.0
1491,4.5
1492,4.5
1493,4.5
1494,2.0
1495,4.0
1496,4.0
1497,4.0
1498,4.0
1499,3.0
1500,5.0
1501,4.5
1502,0.0
1503,4.5
1505,4.5
1506,4.5
1507,0.0
1508,4.0
1509,0.0
1510,3.5
1511,0.0
1512,3.5
1513,0.0
1514,2.5
1515,4.0
1516,4.5
1517,3.5
1518,3.5
1520,0.0
1521,4.5
1522,0.0
1523,4.0
1524,4.5
1525,3.5
1526,2.5
1527,3.5
1528,4.5
1529,5.0
1530,4.0
1532,5.0
1533,4.5
1534,4.0
1535,4.5
1536,4.0
1537,3.5
1538,3.5
1539,0.0
1540,3.5
1541,0.0
1542,4.5
1543,4.5
1544,4.5
1545,0.0
1546,4.0
1547,0.0
1548,4.5
1549,0.0
1552,4.0
1553,4.5
1554,0.0
1555,3.0
1557,3.5
1558,0.0
1559,3.5
1560,4.0
1561,4.5
1562,5.0
1563,4.0
1564,4.0
1565,4.5
1566,0.0
1567,4.5
1568,4.5
1569,4.5
1570,0.0
1571,4.5
1572,4.0
1573,4.0
1575,3.0
1577,4.5
1578,4.0
1579,0.0
1580,0.0
1581,0.0
1582,0.0
1583,3.5
1585,4.0
1586,0.0
1588,0.0
1589,4.5
1590,5.0
1591,3.5
1592,4.5
1593,4.5
1594,3.5
1595,4.5
1596,4.5
1597,0.0
1598,3.5
1599,4.5
1600,4.0
1601,4.0
1602,4.0
1603,0.0
1604,3.5
1605,0.0
1606,0.0
1607,0.0
1608,0.0
1609,4.0
1610,3.5
1611,4.5
1612,3.5
1613,3.5
1614,4.5
1615,0.0
1616,0.0
1617,4.0
1618,4.0
1619,4.0
1620,0.0
1621,4.0
1622,4.5
1623,4.5
1624,3.5
1625,4.5
1626,2.5
1627,5.0
1628,0.0
1629,4.5
1630,5.0
1631,4.0
1632,3.0
1633,4.0
1634,3.5
1635,3.0
1636,0.0
1637,5.0
1638,3.5
1639,4.0
1640,0.0
1641,4.5
1642,0.0
1643,4.0
1644,0.0
1645,4.5
1646,5.0
1648,0.0
1650,0.0
1651,0.0
1652,0.0
1653,4.0
1654,3.5
1657,0.0
1658,0.0
1659,4.5
1660,4.5
1661,5.0
1662,0.0
1663,0.0
1664,4.0
1665,5.0
1666,4.5
1668,3.5
1669,3.5
1670,4.0
1671,4.0
1673,0.0
1674,4.0
1675,0.0
1676,4.0
1677,4.0
1678,0.0
1679,0.0
1680,3.5
1681,0.0
1682,4.0
1683,3.5
1684,3.5
1685,4.0
1686,4.5
1687,4.5
1688,4.0
1689,3.0
1690,4.0
1691,5.0
1692,0.0
1693,1.5
1694,3.5
1695,4.0
1696,3.5
1697,4.5
1698,4.0
1699,5.0
1700,2.0
1701,3.5
1702,4.0
1703,4.0
1704,4.5
1705,4.0
1706,5.0
1707,5.0
1708,4.0
1709,4.5
1710,3.5
1711,3.5
1712,4.5
1713,4.5
1714,3.0
1715,3.5
1716,3.5
1717,3.5
1718,2.0
1719,4.5
1720,2.5
1721,4.0
1722,4.0
1723,5.0
1724,5.0
1725,0.0
1726,5.0
1727,4.5
1729,4.0
1730,0.0
1731,4.0
1732,4.0
1733,3.5
1734,4.0
1735,5.0
1736,4.0
1737,3.0
1738,0.0
1739,0.0
1741,5.0
1742,4.5
1743,0.0
1744,0.0
1745,4.5
1746,3.0
1748,4.5
1749,0.0
1750,0.0
1751,4.5
1753,3.0
1754,4.5
1755,0.0
1756,4.0
1757,2.5
1758,4.5
1759,2.5
1760,4.5
1761,0.0
1762,4.5
1763,0.0
1764,4.5
1765,3.5
1766,4.5
1767,3.0
1768,3.5
1769,4.0
1770,5.0
1771,5.0
1772,0.0
1773,5.0
1774,4.5
1775,2.0
1776,3.5
1777,4.0
1778,5.0
1779,4.0
1780,4.5
1781,3.5
1782,5.0
1783,4.0
1784,2.0
1785,3.5
1786,5.0
1787,5.0
1788,4.5
1789,4.0
1790,4.0
1791,1.0
1793,0.0
1795,4.5
1796,4.5
1797,3.5
1798,3.5
1799,4.0
1801,4.5
1802,4.5
1803,4.0
1805,4.5
1807,4.0
1809,0.0
1810,0.0
1811,4.5
1812,4.5
1813,0.0
1814,2.5
1815,5.0
1816,0.0
1817,3.5
1818,4.5
1819,4.0
1820,0.0
1821,4.0
1822,3.5
1823,3.5
1824,4.0
1825,0.0
1826,3.5
1827,4.5
1828,3.5
1829,3.0
1830,0.0
1831,4.0
1832,0.0
1833,3.5
1834,4.0
1835,3.0
1836,3.5
1837,2.5
1838,0.0
1839,5.0
1840,4.5
1841,0.0
1842,4.5
1844,4.5
1845,4.0
1846,4.0
1847,2.0
1848,2.0
1849,1.5
1850,3.5
1851,3.5
1852,4.0
1853,0.0
1854,4.0
1855,4.5
1856,0.0
1857,0.0
1858,4.0
1859,0.0
1860,3.5
1861,4.0
1862,2.5
1863,4.0
1865,2.0
1866,4.0
1867,0.0
1868,0.0
1869,0.0
1870,2.5
1872,3.5
1873,3.5
1875,3.0
1876,0.0
1877,0.0
1878,2.5
1880,4.5
1881,3.0
1882,0.0
1883,3.0
1884,3.0
1885,1.0
1886,4.0
1887,4.0
1888,0.0
1890,0.0
1891,3.5
1892,4.5
1893,5.0
1894,3.0
1895,0.0
1896,5.0
1897,4.0
1898,3.0
1899,4.0
1900,5.0
1901,4.5
1902,4.0
1903,4.0
1904,5.0
1905,4.5
1906,4.0
1907,4.0
1908,0.0
1909,0.0
1910,4.0
1911,4.5
1912,5.0
1913,4.0
1914,0.0
1915,4.0
1916,0.0
1917,4.5
1918,3.5
1919,0.0
1920,4.0
1921,4.5
1923,4.0
1924,5.0
1925,0.0
1926,0.0
1927,3.0
1928,3.0
1929,4.0
1930,3.5
1931,4.5
1932,0.0
1933,2.0
1934,2.5
1935,4.5
1936,3.5
1937,0.0
1938,4.0
1939,3.5
1940,3.5
1941,3.5
1942,2.0
1943,4.0
1944,2.0
1945,4.5
1946,4.0
1948,5.0
1949,4.0
1951,3.5
1952,0.0
1953,0.0
1954,0.0
1955,0.0
1956,3.0
1957,5.0
1958,4.0
1959,4.0
1960,5.0
1961,5.0
1962,0.0
1963,4.0
1964,0.0
1965,4.0
1966,4.0
1967,4.0
1968,3.0
1970,0.0
1971,0.0
1973,0.0
1974,4.0
1975,4.0
1976,5.0
1978,3.0
1979,3.0
1980,0.0
1982,4.0
1983,2.0
1984,0.0
1985,4.0
1986,4.0
1987,3.5
1988,4.0
1989,4.0
1990,4.5
1991,3.0
1992,0.0
1993,0.0
1994,3.5
1996,4.0
1997,4.0
1998,5.0
1999,0.0
2000,4.0
2001,4.5
2002,3.0
2003,4.0
2004,0.0
2005,4.5
2006,4.0
2007,0.0
2008,2.5
2009,4.5
2010,3.5
2011,0.0
2012,0.0
2013,0.0
2014,0.0
2015,3.5
2016,4.0
2017,2.5
2019,0.0
2020,0.0
2023,4.0
2024,4.0
2026,5.0
2028,4.0
2029,4.5
2030,5.0
2031,0.0
2032,3.5
2033,4.0
2034,4.5
2035,5.0
2036,4.5
2037,4.5
2038,4.0
2039,4.0
2040,3.0
2041,3.5
2042,0.0
2043,3.5
2045,4.0
2047,4.5
2048,3.0
2049,4.0
2050,5.0
2051,0.0
2052,3.5
2053,3.5
2054,0.0
2055,5.0
2056,0.0
2057,3.0
2059,4.5
2060,2.0
2061,4.5
2062,4.5
2063,2.5
2064,3.5
2065,4.0
2066,5.0
2067,4.0
2068,4.0
2069,0.0
2070,0.0
2071,3.5
2072,4.0
2073,5.0
2074,4.0
2075,3.0
2076,0.0
2078,4.5
2079,2.0
2080,4.5
2081,4.0
2082,0.0
2083,2.0
2085,4.5
2086,4.5
2087,3.0
2088,3.5
2089,4.0
2090,4.0
2091,4.5
2092,4.0
2093,0.0
2094,3.0
2095,4.0
2096,3.0
2097,4.0
2098,0.0
2099,0.0
2100,4.0
2101,0.0
2102,4.0
2103,4.5
2104,4.0
2105,4.0
2106,0.0
2107,4.5
2108,0.0
2109,4.0
2110,5.0
2112,3.5
2113,3.0
2114,5.0
2115,2.5
2116,3.0
2117,2.5
2118,4.0
2120,4.5
2122,3.5
2123,4.5
2124,0.0
2125,4.5
2126,0.0
2127,3.0
2128,4.0
2129,4.0
2130,4.5
2131,3.5
2132,0.0
2133,4.0
2134,0.0
2135,4.5
2136,4.0
2137,4.0
2138,1.0
2140,4.0
2141,0.0
2142,4.5
2143,5.0
2144,4.5
2145,4.0
2146,4.5
2147,4.0
2148,3.5
2149,4.0
2150,4.5
2151,0.0
2152,3.0
2153,0.0
2154,3.5
2155,4.0
2156,3.5
2158,0.0
2162,4.5
2163,4.0
2164,1.5
2165,0.0
2166,4.5
2167,3.0
2168,3.5
2169,4.5
2171,0.0
2172,5.0
2173,4.0
2174,0.0
2175,5.0
2176,0.0
2177,3.5
2178,4.5
2179,4.5
2180,5.0
2181,4.5
2182,3.5
2183,4.5
2184,0.0
2185,0.0
2186,3.5
2187,0.0
2188,3.5
2189,3.0
2190,4.0
2191,4.5
2193,2.0
2194,4.0
2195,0.0
2196,4.5
2197,4.5
2198,4.0
2199,0.0
2200,0.0
2201,2.5
2202,4.0
2203,4.0
2204,5.0
2205,4.0
2206,0.0
2207,0.0
2209,3.0
2210,4.0
2211,4.5
2212,4.0
2213,4.5
2214,4.5
2215,2.5
2216,4.5
2217,4.0
2218,0.0
2219,4.0
2220,0.0
2221,0.0
2222,4.0
2223,3.5
2224,3.5
2225,1.0
2226,4.5
2227,3.5
2228,0.0
2229,4.5
2230,4.0
2231,0.0
2233,3.0
2234,3.5
2235,0.0
2236,0.0
2237,4.0
2238,4.5
2239,4.5
2240,3.5
2241,3.0
2242,4.0
2243,3.5
2244,4.0
2245,4.0
2246,4.0
2247,0.0
2248,0.0
2249,0.0
2250,0.0
2251,4.0
2252,0.0
2253,4.0
2254,0.0
2255,4.0
2256,5.0
2257,0.0
2258,0.0
2259,3.0
2260,4.0
2261,4.5
2262,4.0
2263,4.5
2264,3.0
2265,4.0
2266,4.5
2267,4.0
2270,3.5
2271,5.0
2272,0.0
2273,0.0
2274,0.0
2275,4.5
2276,4.0
2277,0.0
2278,4.5
2279,5.0
2280,4.0
2281,4.5
2282,3.0
2283,4.5
2284,0.0
2285,4.5
2286,1.0
2287,4.5
2289,5.0
2290,4.5
2291,5.0
2292,0.0
2293,4.5
2294,4.0
2295,0.0
2296,0.0
2297,0.0
2298,4.0
2299,4.5
2300,4.0
2301,3.5
2302,4.0
2303,4.0
2305,0.0
2306,3.5
2307,0.0
2308,0.0
2309,4.5
2310,3.5
2311,3.5
2312,4.0
2313,4.5
2314,4.0
2315,0.0
2316,0.0
2317,5.0
2318,4.5
2319,4.0
2320,3.5
