srch_id,orig_destination_distance
524,1210.92
527,282.485
528,4163.395
529,1856.66
530,160.935
531,241.535
533,2474.97
535,132.78
536,386.6
539,71.51
540,91.47
545,164.33
547,386.6
548,41.97
549,4461.99
551,577.5799999999999
553,386.6
555,910.33
556,1361.95
557,708.4200000000001
558,386.6
559,2163.85
560,73.99
562,2442.665
563,586.0
564,577.2249999999999
565,386.6
566,2472.05
567,8625.16
569,1721.34
570,172.69
571,3043.755
573,1012.8050000000001
574,386.6
575,456.355
576,10047.09
578,304.24
579,386.6
580,386.6
581,280.015
582,206.7
583,18.11
585,9019.52
586,3428.7299999999996
587,386.6
588,110.37
589,386.6
590,386.6
592,386.6
594,386.6
595,386.6
597,222.33999999999997
600,144.64
603,0.32
605,386.6
606,380.895
609,386.6
610,127.38
611,951.54
612,4740.985000000001
616,9909.869999999999
617,37.34
620,386.6
622,176.005
623,386.6
624,386.6
625,6926.94
626,386.6
627,88.8
629,123.6
630,7.640000000000001
631,386.6
632,5068.844999999999
633,9524.43
634,386.6
636,214.17
640,156.71
642,189.47
643,386.6
644,386.6
645,386.6
646,113.66499999999999
648,140.63
649,1217.49
650,386.6
652,43.76
662,79.91999999999999
663,234.72
665,332.59
667,1.3
669,1785.52
672,386.6
675,386.6
678,386.6
679,2584.0699999999997
680,386.6
681,386.6
683,4153.72
685,1378.89
686,155.05
687,9.05
688,386.6
690,386.6
693,371.78499999999997
694,386.6
695,165.77
696,386.6
698,198.015
699,444.79
700,440.01
702,305.21
703,386.6
706,386.6
707,1543.51
708,34.955
709,1679.59
710,864.49
712,1914.31
717,386.6
719,227.16
721,32.97
724,149.87
726,349.79499999999996
727,3019.725
728,8057.59
729,1984.83
730,386.6
733,195.245
740,345.72
741,386.6
742,539.995
743,2285.07
744,242.185
745,386.6
747,386.6
750,2038.355
751,597.585
752,386.6
757,170.225
759,321.64
763,386.6
765,806.03
766,144.2
767,2414.045
769,21.375
770,318.49
773,386.6
774,73.58
779,386.6
780,229.28
781,386.6
782,386.6
786,91.84
787,4416.24
791,4021.28
794,386.6
795,42.345
796,188.0
803,224.31
804,138.47
805,1462.6599999999999
806,386.6
807,386.6
808,386.6
809,386.6
811,386.6
815,218.305
816,1111.415
818,2456.98
819,364.29499999999996
821,386.6
824,164.70499999999998
825,386.6
826,418.32
827,386.6
828,64.05
829,361.86
831,386.6
832,386.6
833,386.6
834,2.42
835,3332.935
836,1034.22
837,114.015
839,37.1
840,386.6
843,120.87
844,386.6
846,219.75
848,386.6
850,386.6
851,1788.56
853,386.6
855,386.6
856,195.89499999999998
857,386.6
859,299.54
860,86.67
862,1254.39
863,316.02
864,223.25
867,507.52
870,386.6
872,1421.04
873,5566.31
874,177.33
875,297.53
877,386.6
878,162.34
879,107.92500000000001
881,166.75
882,58.9
883,80.99
885,3551.03
887,1.12
888,312.51
891,154.26
892,4413.4349999999995
893,386.6
896,386.6
897,345.08
898,2.325
899,386.6
902,386.6
904,354.97
905,3715.92
906,328.89
907,330.88
909,135.0
910,792.86
912,386.6
913,0.59
914,197.935
915,152.645
916,386.6
917,386.6
918,3666.245
919,386.6
921,355.065
922,61.85
923,386.6
925,122.18
926,386.6
927,893.84
928,386.6
929,386.6
932,386.6
934,620.8
935,386.6
936,227.06
938,51.48
940,386.6
941,1021.4100000000001
942,386.6
943,386.6
944,924.505
946,87.46000000000001
947,386.6
948,4562.67
949,392.6
950,6061.14
951,386.6
952,386.6
953,21.33
955,10005.88
956,386.6
958,386.6
961,273.25
962,386.6
964,203.41
968,199.575
969,37.66
972,9754.985
974,1268.04
976,4291.424999999999
978,377.59
979,386.6
981,42.38
982,207.175
983,212.615
986,2.59
989,386.6
990,717.085
993,753.47
997,193.25
998,84.315
999,386.6
1002,386.6
1004,10305.75
1006,2511.92
1007,386.6
1008,386.6
1009,8186.825
1010,386.6
1011,126.19
1012,179.44
1014,9945.58
1016,386.6
1017,1309.16
1018,386.6
1019,386.6
1020,386.6
1021,386.6
1023,386.6
1024,93.4
1026,40.13
1027,667.12
1029,67.03
1030,386.6
1032,5.105
1033,386.6
1035,468.525
1036,386.6
1038,4.515
1040,83.19
1041,3603.13
1042,386.6
1043,386.6
1046,17.14
1048,386.6
1050,2350.43
1051,29.895
1052,158.65
1053,155.25
1054,386.6
1056,386.6
1059,351.475
1061,386.6
1062,386.6
1063,3515.35
1064,386.6
1066,386.6
1067,632.835
1068,386.6
1069,386.6
1070,222.89999999999998
1075,386.6
1077,4160.29
1080,169.43
1082,140.03
1084,386.6
1085,440.58
1089,185.19
1092,386.6
1093,7483.26
1094,386.6
1096,386.6
1098,386.6
1099,1603.49
1101,128.92
1102,386.6
1104,75.41
1105,3540.73
1106,2096.62
1108,892.85
1109,1186.5349999999999
1110,386.6
1112,91.595
1113,3627.175
1115,248.8
1116,386.6
1117,64.79
1119,386.6
1120,2055.54
1121,892.45
1122,386.6
1123,386.6
1124,386.6
1125,386.6
1126,1818.855
1129,386.6
1131,6193.375
1133,351.17
1135,3484.285
1138,105.125
1139,386.6
1140,10702.27
1142,386.6
1143,386.6
1145,3275.78
1148,5.62
1149,854.07
1151,386.6
1153,90.58500000000001
1155,80.95
1156,9279.66
1157,386.6
1158,71.345
1159,386.6
1160,3.135
1161,52.07
1167,1036.12
1168,386.6
1169,244.14499999999998
1171,386.6
1174,806.06
1175,126.86
1176,19.24
1182,386.6
1185,386.6
1187,386.6
1188,386.6
1192,386.6
1193,386.6
1194,44.2
1195,828.03
1196,386.6
1198,386.6
1200,386.6
1201,92.95500000000001
1204,386.6
1205,564.76
1206,19.515
1207,350.775
1208,386.6
1209,5658.715
1210,386.6
1211,303.86
1213,969.66
1215,344.32
1217,67.075
1218,5.165
1220,2682.43
1221,1756.9650000000001
1222,4.32
1224,4586.55
1225,386.6
1226,386.6
1228,1626.0300000000002
1229,9378.05
1231,110.85
1232,136.185
1233,386.6
1235,386.6
1236,8915.630000000001
1237,169.94
1238,242.695
1239,386.6
1240,71.26
1241,57.75
1245,73.645
1247,386.6
1248,402.34
1249,386.6
1251,386.6
1253,260.485
1254,459.005
1255,386.6
1256,478.63
1258,185.44
1259,233.015
1260,43.239999999999995
1261,386.6
1262,386.6
1264,325.14
1265,40.955
1267,4812.139999999999
1270,386.6
1271,345.07
1272,3541.51
1274,726.91
1275,39.879999999999995
1276,2103.78
1277,431.97
1278,386.6
1279,93.96000000000001
1282,249.06
1285,386.6
1286,2452.5950000000003
1287,1887.67
1288,2089.4399999999996
1290,2880.56
1291,434.89
1295,1476.135
1296,367.34
1297,148.11
1299,954.87
1301,2179.59
1305,1006.9449999999999
1306,41.84
1307,1020.74
1308,148.45
1310,699.045
1314,56.345
1316,3274.38
1317,183.53
1318,386.6
1320,386.6
1321,386.6
1323,1782.75
1324,29.25
1325,386.6
1326,7981.235000000001
1327,83.705
1328,386.6
1329,386.6
1331,143.25
1336,166.695
1337,3579.4
1338,386.6
1344,7543.8150000000005
1345,530.84
1346,386.6
1347,58.705
1348,386.6
1349,1321.615
1350,8221.96
1352,5864.45
1353,3917.0699999999997
1354,386.6
1355,386.6
1356,224.72
1357,386.6
1358,231.59
1360,4497.71
1362,386.6
1366,305.28
1369,1017.345
1373,1955.78
1374,386.6
1375,386.6
1376,386.6
1379,120.375
1381,3776.51
1382,555.41
1384,8.58
1385,386.6
1388,415.76
1389,386.6
1390,1320.545
1391,1016.37
1392,1269.685
1397,386.6
1398,129.695
1401,101.41
1403,386.6
1406,4992.8150000000005
1408,148.3
1409,754.92
1414,3428.675
1415,3.73
1417,712.3900000000001
1420,386.6
1423,746.65
1424,296.335
1425,226.95
1426,301.385
1428,2496.04
1430,1434.0549999999998
1432,157.89
1433,102.065
1434,147.92
1436,342.68
1437,1672.77
1438,386.6
1439,1426.455
1440,5277.025
1443,5467.055
1447,58.375
1448,5.785
1449,225.88
1450,357.01
1451,386.6
1454,4197.55
1458,52.105000000000004
1460,133.17
1463,386.6
1464,999.73
1465,4014.76
1468,461.3
1470,479.41
1471,386.6
1473,2510.75
1474,3943.67
1475,386.6
1477,4657.63
1479,386.6
1480,672.26
1482,1734.38
1483,4.13
1484,8.33
1485,868.31
1486,386.6
1487,386.6
1489,104.435
1490,10.91
1494,410.04
1495,386.6
1497,386.6
1498,9343.279999999999
1499,89.14
1500,170.41
1501,4348.360000000001
1502,386.6
1503,19.775
1504,1.0150000000000001
1505,9213.58
1506,1221.4250000000002
1507,4363.11
1508,2562.36
1509,386.6
1511,431.34000000000003
1512,386.6
1513,386.6
1515,386.6
1516,386.6
1517,186.09
1518,386.6
1519,2135.36
1520,21.240000000000002
1521,5621.895
1523,1208.58
1526,459.09000000000003
1527,231.24
1529,10444.22
1530,386.6
1531,386.6
1532,2521.59
1533,4658.82
1534,222.83
1535,3.31
1537,401.08500000000004
1538,1600.43
1539,1565.92
1540,70.53999999999999
1542,386.6
1543,536.05
1544,386.6
1545,135.315
1551,22.03
1552,329.345
1555,242.63
1561,594.375
1562,4957.59
1563,0.565
1564,386.6
1565,386.6
1569,53.59
1572,2072.065
1573,1745.37
1574,2293.66
1577,1732.78
1580,386.6
1581,515.655
1582,77.49000000000001
1583,386.6
1584,138.07999999999998
1585,51.37
1590,5670.225
1591,258.88
1596,386.6
1600,256.41
1601,6088.1
1602,40.125
1603,386.6
1604,749.55
1605,386.6
1606,423.41
1607,2261.19
1608,7353.87
1609,2689.96
1610,370.2
1612,386.6
1614,170.56
1616,386.6
1618,386.6
1619,332.45
1621,386.6
1623,89.45
1626,386.6
1628,281.66999999999996
1629,706.0
1630,206.88
1631,386.6
1633,386.6
1634,386.6
1635,4465.49
1636,100.58
1637,128.16
1639,205.52
1642,386.6
1644,168.41
1646,573.24
1647,386.6
1648,144.8
1649,386.6
1650,2262.01
1651,386.6
1652,386.6
1654,204.415
1655,386.6
1656,386.6
1658,2006.99
1659,386.6
1661,2502.6949999999997
1662,386.6
1664,2588.385
1665,423.095
1666,355.62
1670,386.6
1672,37.085
1673,193.89
1674,699.0
1678,4694.645
1679,386.6
1680,4262.895
1681,91.05
1682,4226.26
1683,61.55
1684,386.6
1687,386.6
1689,444.01
1690,386.6
1696,7506.96
1698,23.130000000000003
1699,386.6
1703,386.6
1705,260.68
1706,386.6
1709,998.13
1710,1.22
1713,289.92
1714,225.64
1715,1922.93
1716,153.94
1717,3865.125
1719,489.345
1722,386.6
1723,199.495
1724,7669.41
1726,386.6
1728,386.6
1730,1288.39
1731,96.45
1733,1209.65
1736,285.86
1739,386.6
1740,748.52
1742,527.505
1746,2351.16
1748,238.71
1749,175.18
1750,362.57500000000005
1751,4590.14
1752,203.03500000000003
1753,1670.83
1754,4277.745
1756,34.9
1759,1985.71
1761,420.17
1763,2390.3050000000003
1764,386.6
1765,352.95000000000005
1766,386.6
1769,386.6
1770,115.345
1771,44.305
1773,386.6
1775,386.6
1776,662.1500000000001
1777,386.6
1779,4256.135
1782,1750.5149999999999
1784,386.6
1785,184.975
1786,386.6
1787,1265.57
1788,434.75
1789,272.82
1790,4005.33
1792,386.6
1793,1529.1
1794,1553.03
1798,345.39
1799,9.05
1802,145.87
1803,5173.94
1804,719.51
1808,59.765
1812,948.39
1813,296.35
1814,213.75
1818,119.58
1819,619.11
1821,386.6
1824,137.29
1825,235.3
1826,424.26
1827,386.6
1830,386.6
1831,4415.01
1832,1.72
1834,1526.2849999999999
1835,1492.16
1836,1492.645
1837,386.6
1838,5848.93
1839,386.6
1840,341.73
1843,194.46
1845,386.6
1846,113.995
1847,768.595
1848,136.895
1850,2289.84
1852,88.15
1854,386.6
1855,11.29
1857,386.6
1858,2400.925
1860,386.6
1861,158.45
1862,67.08000000000001
1864,23.61
1865,973.0550000000001
1867,431.57
1868,1186.36
1871,386.6
1872,299.93
1874,18.19
1876,296.645
1877,60.66
1879,386.6
1880,121.05
1881,272.93
1884,386.6
1885,386.6
1886,729.82
1887,386.6
1888,1447.48
1889,85.815
1890,10.51
1891,386.6
1892,105.63
1893,386.6
1894,386.6
1895,386.6
1896,386.6
1897,386.6
1899,58.095
1900,386.6
1901,386.6
1902,4866.605
1903,456.025
1905,158.0
1906,386.6
1909,178.47
1911,913.8499999999999
1913,270.52
1915,308.5
1916,39.019999999999996
1917,190.47
1920,386.6
1922,386.6
1923,422.625
1924,78.305
1926,2522.05
1927,441.9
1929,307.85
1931,2577.94
1932,4353.32
1933,65.605
1934,197.82
1935,2168.93
1937,8423.29
1939,386.6
1940,2487.58
1944,77.05
1945,120.66
1947,386.6
1952,132.57
1955,386.6
1956,2008.43
1959,837.375
1960,222.21
1961,386.6
1962,1213.955
1964,409.02
1966,965.835
1967,633.99
1968,6.734999999999999
1969,386.6
1970,386.6
1972,2453.22
1974,1370.8049999999998
1975,89.92
1976,386.6
1979,2368.19
1980,1730.6399999999999
1982,5175.57
1983,173.22
1984,6037.45
1985,386.6
1987,95.08
1988,187.55
1990,386.6
1992,8.395
1993,999.82
1994,187.35
1996,68.7
1999,1917.0
2000,148.36
2001,30.42
2002,321.69
2005,908.19
2006,811.855
2007,59.815
2008,386.6
2010,638.095
2013,1428.35
2014,386.6
2015,386.6
2018,1762.49
2019,2514.0299999999997
2020,256.37
2021,265.39
2023,212.11
2024,386.6
2026,163.28
2027,386.6
2029,386.6
2030,386.6
2032,386.6
2033,266.34
2035,4133.1
2039,386.6
2041,141.44
2049,386.6
2050,400.21
2052,77.48
2053,211.21
2055,1142.32
2056,1245.76
2059,1112.175
2060,386.6
2061,1195.415
2062,89.84
2063,106.41
2064,182.68
2065,4347.860000000001
2067,187.04000000000002
2068,486.35
2069,475.06
2070,386.6
2071,386.6
2074,386.6
2075,6292.85
2076,179.005
2079,83.705
2080,187.39499999999998
2081,386.6
2083,1313.77
2084,386.6
2086,386.6
2087,986.54
2090,386.6
2091,386.6
2092,92.905
2093,386.6
2096,87.75
2097,386.6
2098,386.6
2100,386.6
2101,386.6
2104,177.76
2105,386.6
2106,386.6
2107,386.6
2112,386.6
2113,386.6
2115,386.6
2116,442.36
2117,973.9
2119,176.005
2120,386.6
2121,386.6
2122,386.6
2123,1848.88
2124,2275.72
2125,386.6
2129,268.84
2130,386.6
2133,386.6
2135,431.53
2136,386.6
2137,66.13499999999999
2138,406.24
2140,5795.305
2141,386.6
2145,386.6
2147,91.965
2150,386.6
2151,718.46
2153,83.125
2154,4696.5599999999995
2155,351.12
2160,386.6
2161,1093.9850000000001
2163,401.11
2165,208.03
2166,201.45
2167,257.86
2168,106.95
2169,108.93
2173,386.6
2175,208.12
2177,386.6
2178,83.25
2179,590.03
2180,287.16
2183,4032.03
2185,386.6
2186,386.6
2187,2147.56
2190,2690.38
2195,2036.16
2196,136.035
2198,386.6
2199,83.39
2200,1691.9
2201,1598.05
2202,177.68
2203,872.76
2204,386.6
2206,70.94
2207,247.36
2208,1119.175
2210,386.6
2211,1104.7199999999998
2212,367.6
2213,386.6
2218,386.6
2219,386.6
2221,312.19
2222,2151.785
2225,0.74
2226,563.245
2227,179.16
2229,345.13
2231,772.965
2232,386.6
2233,592.4
2234,386.6
2235,235.16500000000002
2236,1185.6149999999998
2238,1103.655
2239,3.77
2240,562.97
2243,519.495
2245,207.2
2246,4652.9
2247,70.125
2250,426.45
2251,338.0
2252,386.6
2255,828.51
2256,386.6
2261,1338.33
2262,2414.27
2263,386.6
2264,1092.025
2265,614.62
2267,386.6
2268,386.6
2270,386.6
2271,386.6
2273,1951.9
2274,2710.7250000000004
2275,4485.594999999999
2276,0.36
2279,2759.34
2281,34.754999999999995
2283,386.6
2286,187.73000000000002
2288,465.22
2289,1614.45
2290,78.46000000000001
2292,373.65
2296,386.6
2299,386.6
2300,386.6
2302,386.6
2305,386.6
2306,386.6
2310,386.6
2313,2477.505
2315,1232.27
2318,2076.36
2319,1397.52
2320,784.22
2321,386.6
2325,151.99
2327,1679.58
2328,63.485
2330,99.43
2336,207.06
2337,4338.61
2338,90.46000000000001
2339,74.17
2341,386.6
2342,853.45
2344,386.6
2347,37.275
2348,168.885
2350,1938.225
2351,248.345
2352,386.6
2353,386.6
2355,371.92
2356,17.11
2357,77.9
2359,349.11
2360,10142.79
2361,171.61
2362,108.57
2364,386.6
2366,97.1
2367,1194.375
2369,386.6
2371,1151.65
2373,386.6
2374,183.28
2378,3643.68
2380,6589.085
2383,386.6
2385,386.6
2386,386.6
2387,386.6
2388,110.08
2389,90.03
2390,386.6
2391,889.435
2392,5447.92
2394,2.25
2395,530.96
2396,246.875
2398,3.955
2399,51.81
2401,386.6
2402,386.6
2403,74.705
2404,386.6
2405,386.6
2407,3.6500000000000004
2409,69.35
2410,386.6
2412,1827.55
2413,318.635
2414,8665.9
2415,386.6
2418,5622.07
2420,57.61
2421,386.6
2423,4424.57
2425,49.8
2426,1298.21
2428,386.6
2430,254.35
2433,2151.785
2435,342.445
2438,2176.61
2445,386.6
2446,2096.56
2447,386.6
2448,34.7
2449,386.6
2450,2256.21
2451,898.85
2452,386.6
2453,695.32
2457,386.6
2458,386.6
2460,102.92
2461,1061.995
2462,2442.0299999999997
2463,4139.42
2464,203.59
2467,570.18
2468,386.6
2471,386.6
2476,983.715
2478,386.6
2480,386.6
2481,9403.77
2482,545.02
2483,0.715
2484,4544.4400000000005
2485,386.6
2486,386.6
2489,290.69
2490,11.195
2492,386.6
2493,386.6
2494,168.01
2495,77.72
2498,386.6
2499,606.015
2501,198.09
2506,291.40999999999997
2507,78.73
2508,1763.28
2509,386.6
2512,341.49
2513,535.02
2516,154.69
2518,98.15
2519,386.6
2520,5355.32
2521,7498.26
2522,386.6
2523,10115.13
2524,1175.44
2525,235.16500000000002
2526,28.02
2527,221.1
2528,386.6
2530,386.6
2531,386.6
2532,123.24
2533,386.6
2534,125.2
2538,400.66
2539,6638.79
2540,564.15
2541,148.91
2542,386.6
2543,386.6
2544,186.79
2545,2145.1000000000004
2546,66.565
2547,185.755
2549,239.91
2550,386.6
2551,90.78999999999999
2553,1735.155
2554,143.475
2555,105.38
2556,162.73
2557,1454.94
2558,7428.63
2560,386.6
2561,386.6
2562,3951.49
2563,1.1
2564,11631.785
2565,386.6
2567,3.82
2568,791.55
2569,2089.4
2570,386.6
2571,747.05
2572,1953.605
2573,4096.83
2574,211.695
2577,386.6
2578,572.61
2580,3807.54
2581,386.6
2585,844.77
2586,386.6
2587,89.365
2589,386.6
2590,2.68
2592,386.6
2594,284.605
2595,5510.03
2596,4077.715
2597,386.6
2598,386.6
2599,291.55
2602,26.375
2604,386.6
2605,1050.38
2607,88.95
2608,2579.72
2610,386.6
2611,189.415
2612,427.445
2613,461.78
2615,474.26
2617,324.08000000000004
2618,218.19
2621,643.46
2625,1713.88
2626,319.61
2627,342.105
2629,386.6
2630,3.4450000000000003
2631,10.95
2633,686.655
2635,386.6
2637,386.6
2643,386.6
2644,2175.17
2645,2544.4
2646,386.6
2650,386.6
2652,1790.77
2653,770.1949999999999
2654,335.625
2657,642.5
2659,386.6
2660,802.56
2661,4.56
2662,386.6
2664,386.6
2665,347.28
2666,213.86
2668,386.6
2669,1735.68
2670,386.6
2671,817.725
2672,386.6
2673,15.86
2675,386.6
2676,7.73
2678,83.03999999999999
2679,386.6
2681,4246.16
2683,155.845
2684,386.6
2685,153.4
2687,386.6
2688,386.6
2689,312.28
2690,386.6
2692,223.12
2693,55.05
2694,272.92
2696,193.94
2697,386.6
2698,160.54500000000002
2701,815.07
2702,2459.36
2704,918.67
2707,274.32
2708,6055.71
2709,0.37
2710,111.96000000000001
2712,3673.65
2713,386.6
2716,37.33
2718,2065.57
2722,456.74
2723,154.9
2724,386.6
2726,15.67
2729,199.115
2731,386.6
2733,3993.065
2734,722.09
2738,266.06
2740,339.78
2745,386.6
2747,386.6
2749,386.6
2751,170.825
2754,5615.815
2755,269.655
2757,600.16
2758,424.97
2759,386.6
2760,205.37
2761,156.605
2762,951.2
2767,1454.865
2768,1276.08
2770,386.6
2771,386.6
2773,156.64
2774,421.25
2776,56.39
2777,386.6
2778,386.6
2780,47.555
2781,386.6
2782,386.6
2784,35.465
2785,2.15
2787,185.69
2790,565.975
2792,386.6
2794,386.6
2795,386.6
2797,2342.94
2799,1691.8
2800,122.55
2801,161.28
2802,386.6
2803,426.99
2804,386.6
2805,5446.764999999999
2810,201.45499999999998
2815,5.49
2816,386.6
2818,386.6
2819,265.345
2826,6051.030000000001
2827,2330.63
2829,560.855
2830,5268.76
2832,10.85
2833,386.6
2834,2107.545
2835,148.0
2836,386.6
2837,331.18
2838,4236.665
2841,924.52
2845,386.6
2846,103.56
2847,91.875
2848,1409.84
2849,386.6
2852,283.73
2854,386.6
2855,212.0
2856,386.6
2859,386.6
2860,386.6
2863,704.57
2864,1747.7849999999999
2866,386.6
2868,3812.92
2869,50.45
2872,536.58
2873,284.18
2876,386.6
2877,386.6
2878,154.625
2879,833.11
2880,85.81
2884,386.6
2887,386.6
2888,627.0
2889,386.6
2891,196.04000000000002
2892,386.6
2893,6608.61
2894,61.92
2898,386.6
2899,386.6
2900,59.224999999999994
2903,96.71
2904,386.6
2905,5493.155
2906,1961.8200000000002
2908,5135.58
2909,386.6
2911,212.32
2912,386.6
2913,369.97
2915,386.6
2916,1304.62
2917,159.65
2918,3968.66
2919,386.6
2920,43.3
2921,4.26
2922,219.07
2923,1197.72
2925,386.6
2927,386.6
2928,805.63
2929,9668.13
2931,318.65
2932,8.76
2933,127.69
2935,1593.75
2936,386.6
2937,1980.395
2939,97.81
2941,32.95
2942,417.05
2943,386.6
2944,2282.42
2945,389.74
2946,966.93
2950,348.99
2952,386.6
2956,386.6
2958,159.575
2960,165.745
2961,41.125
2962,386.6
2963,318.18
2965,5652.365
2966,386.6
2968,386.6
2969,2358.25
2971,154.26
2972,2.62
2973,1197.65
2975,11.655
2977,386.6
2979,386.6
2980,318.045
2981,657.12
2982,386.6
2985,386.6
2986,310.52
2987,172.01
2990,2498.59
2991,66.92
2993,209.77
2994,8291.46
2997,210.45
2998,386.6
2999,691.41
3000,386.6
3001,984.1
3002,1684.9850000000001
3003,2455.08
3004,87.16
3005,450.345
3006,299.36
3008,386.6
3009,386.6
3010,386.6
3011,2631.38
3012,5347.49
3015,4833.335
3016,6968.705
3019,57.44
3021,386.6
3022,911.52
3024,386.6
3026,757.835
3027,91.13499999999999
3028,1064.56
3030,102.58
3031,529.085
3032,386.6
3033,6786.66
3034,2270.83
3037,386.6
3038,386.6
3039,386.6
3040,386.6
3042,479.49
3044,33.575
3045,841.7
3046,9699.81
3047,386.6
3048,386.6
3049,749.3050000000001
3055,3467.21
3060,386.6
3061,386.6
3062,123.44
3064,77.95
3065,96.36
3067,386.6
3073,386.6
3075,386.6
3078,386.6
3080,351.39
3081,1097.2
3082,103.52
3084,386.6
3085,2570.63
3086,120.19
3087,386.6
3088,71.43
3089,1236.815
3090,265.25
3091,386.6
3092,386.6
3093,178.68
3094,386.6
3095,386.6
3096,718.5999999999999
3097,125.995
3099,386.6
3100,386.6
3102,158.525
3103,133.69
3108,120.35
3110,3621.09
3112,5086.305
3114,386.6
3115,386.6
3117,322.81
3119,930.815
3120,386.6
3122,301.245
3125,1390.06
3128,855.33
3130,386.6
3131,386.6
3133,386.6
3137,980.36
3138,4228.91
3139,102.14
3142,284.28
3146,386.6
3147,4331.4
3148,157.04
3150,505.33500000000004
3152,10093.37
3153,4300.92
3155,386.6
3158,386.6
3160,19.575
3161,11.98
3163,1005.1600000000001
3165,175.07
3166,957.615
3168,81.66
3169,386.6
3170,386.6
3171,386.6
3172,210.2
3174,746.03
3176,0.795
3177,452.145
3180,96.58
3181,9772.42
3182,386.6
3184,386.6
3185,386.6
3188,229.48
3189,231.04
3190,169.715
3191,943.95
3192,2210.725
3193,268.295
3194,5653.67
3196,1247.0
3197,136.305
3199,386.6
3200,1341.19
3201,4136.43
3205,1347.4650000000001
3206,386.6
3207,1004.46
3209,671.17
3210,617.5
3212,235.48
